EncryptedText,Shift
"lXSwmq,eQLpfj,19",14
"uzdRAduWrCetku,",2
"zPAOzNvw qqDDyPK,vLWKvJr",22
"kSeoFlfqEOcXxXzcyFKY,yGscTz",3
"ZMyHAfCHBUsk,FSeNGlINHA",21
"ijehLLkpIPTnQRSd,nojmQQpuNUYsVWXi,5",11
"eZemhBUrhDHnhJ,mH",25
"bPQefvAaKYeinVUiXe,kYZnoeJjTHnrwEDrGn,",5
OElKnybZydH,25
umofOHqcwLOrgiV,1
"GNWWfDYCWmSQTKzSYrU,OVEEnLGKEuAYBShAGzC,8",10
"pUhDDueEJS,iNaWWnxXCL,19",9
"WWinAoHUrhzH,CCotGuNAxnfN,6",3
"GUUuCNR, VJJjRCG,15",11
"ScdIXnPG wxtHER,",15
"QHoHVYcYQ ,ULsLZCgCU ,4",12
"CdhHTc,ZaeEQz,23",18
"rZjHZedtGMEZtX,gOyWOtsiVBTOiM,",6
"GeWsBukARsqXFW, OmEaJcsIZayF",8
mUUHbmpyZmgMzmEj,11
"WOSsbujCGX,TLPpyr",16
"GGKLPEf,MMQRVKl,6",5
"aOTuSUyxFWZ oFXvccIB,yMRsQSwvDUX mDVtaaGZ",21
iftDrfHiuRDN,15
"utcdofaIyfDJ,onwx",3
"RQzTfzPfdQwvPnuzrNLM,GFoIuoEusFlkEcjogCAB",14
"DcCMsNbmhtitLqJ,QpPZ",9
"yuGhOYiaSbKMgAxAq,uqCdKUewOxGIcWtWm,22",7
"GwOFHCJqINvg,KaSJLGNuMRzk,4",9
"NIuqgrJdWfpwzMay,UPbxnyQkDmwdgThf,",23
"rEsQwGm,jWkIoYe,18",20
RHmimgjiKXurg,18
"PjCd Ze,GaTu Qv,17",3
"nUPIxzO,cJEXmoD,15",12
"YtMTlCakMMFAOyX,",17
"fiMZQRblOLtWv,beIVMNxhKHpSr,22",16
"rW eJHfNN,kP xCAyGG,19",23
"ohXmJviZGODHkb, buKzWivMTB",7
zGRstAfEMR,7
dByaeMLEtUkfDWT,21
"tRYGwgdENnfrb,sQXFvfcDMmeqa,25",25
"ZTgoigsHi,ICpxrpbQr,9",5
"SCVrJl,QATpHj,24",4
"w QXA nhZogo,u ",16
"zBsqw,sUljp,19",10
"gHlIL vlmt,mNrOR brsz,6",20
"qunVjShHhkFuzwokO,rvoWk",7
"gakIpegurGnx,uoyWds",17
"UIKmGrR,HVXzTeE,13",8
"sJmzHfSyhVDFL,xOreMkXdmAIKQ,5",19
"sjQPKUVMUhfweOPs,i",7
"WtYFZ lWaoSKDj,GdIPJ vGkyCUNt,10",5
"ArqeFejJeJe,JaznOnsSnSn",7
"NsFKJ,QvINM,3",3
"UjwQSTpMhjIchYtEcR,NcpJLMiFacBvaRmXv",6
"fOILDcNOTt,gPJMEdOPUu",16
"jvrXWg GDK maE,pbxDCm MJ",25
"wlBjaVgxIvPelCM,gvLtkFqhSfZovMW,10",11
"KseBLZw,EmyVFTq,",9
"JibXoYIDhSALavwchiV,",7
"PaavEsEgRgNWtpXMHvL,HssnWkWyJyFOlhPEZnD,18",1
"cqlemkb,znibjhy,23",14
"BAzeDOZjhXRfTJw,EDchGRC",18
"mJprcD JpOpUwf,sPvxiJ PvUvAcl,6",14
"AkKMIWhJ,OyYAWKvX,14",16
"bMLTXjGZdpGdn,nYXFJvSLp",11
"yAQgxYihXeNk,tVLbsTdcSzIf,21",11
"RCTpC,WHYuH,5",20
"MFVnxXKjnAxHretnLd,YRH",8
"Rubtc ,Xahzi ,6",19
"bhTGyaS,ntFSkmE,12",22
"fnwGmm XGjFlkjpmuVGt,uclVbb MVyUazyebjKVi,15",24
"IMchr,EIydn,22",6
"LBEPWtLCptBwL Zr,PFITAxPGtxFaP Dv,4",3
"mPOZhSIPPSw,eHGRzKAHHKo,18",11
SWNDdxWNevYAxh,15
"kEKIlJJj,oIOMpNNn,4",11
"mSVZiPaiajFyshKwvx,tZCGpWhphqMfzoRdce,",24
"GzKYCVD,YrCQUNV,1",15
"gGBbdmDTUmB,jJEegpGWXpE,3",3
"nDViJpdOPjpH,xNFsTznYZtzR,10",20
"TQzoQgZPNuwpyCtco PU,NKtiKaTJHoqjsW",12
"OdOHFuxCNsuaHLEBK, ApATRgj",17
"wyMwlFNYVt GYqQ,npDncWEPMk XPhH",24
"OcbOAmIFLpjVNHwLkO,VjiVHtPMSwqCUOdSrV,7",9
"NfBtaNrWBMQTNAyql,RjFx",25
WOnWUPaiDauBlBp,7
"qUPaApfE,aEZkKzpO,10",12
"qtdKVMOtGDO,ehrYJAChURC,14",19
"SMUeZXlcDObzON, PJRbWUizALywLK,23",9
"qfvMuOlfGEyXfmTot,kzp",14
"QnFbYZSQzWXRHrpW,LiAwTUNLuRSMCmkR,21",15
xBsAoPhAVDH,8
"zaYekFIamHlbTQCKtM,hiGmsNQiuPtjBYKSbU,8",14
"XDTVoVUwynAVZPU,TZPRkRQsujWRVLQ",4
"uUDhh pzIxS,vVEii qaJyT,1",20
"aRkzOUswxqVJyXAsGdt,xOhwLRptun",24
"pDeahqrncLazA,gUvryhietCrqR,17",12
"ROADxXJwacmFYtjgha,CZLOiIUhlnxQJeu",7
"BbUZIYmkGebjbqqyFZ,KkDIRHvtPnkskzzhOI,9",6
"HUaAUhaQPlSUhqn,FSyYSfyONjQSfo",10
"SzOdvlYnluhbkaH,DkZogwJywfsmvlS",4
"ncvlfKuUdmfkZp,etmcw",13
"CFrTkKaGJAwyPDtC,TWiKbBrXARnpGUkT,17",21
"gXUVjiVXdPuvpPxR hqR,hYVWkjWYeQvwqQy",16
"xLrXWXiTMfhLgdxxaSvf,yMsYX",20
"DwlYDtW,FynAFvY,2",12
"YHYHjTWihrLwZcdcVwzg,NWNWy",7
"zkFzzXkyxxQKaG,nyTnnLymllEYoU,",10
"eLMTfcpcCgQyEMY,fMNUgdqdDhRzFNZ",21
VRwLgKTYcokjwsSzD,22
"XShNqWLN,AVkQtZOQ,3",17
"CYXoCREBrYvGaJaJSN,IEDuIXKHxEbMgPgP",15
"tBQLSKfYrVGSsPWJJL,mUJELDyRkOZLlIPCCE,19",24
"ifZVKUxjVWxGLGOnDu,jgAWLVykWXyHMHPoEv,1",5
"zdfxYSATnYloosvGV,bfhzAUCVpAnqquxIX,2",1
"zzloUoXosz,ccorXrArvc,3",10
NniRPILwMn VFi,18
"CzGHFUn,ZwDECRk,23",21
"znbqd,aocre,1",10
"iYYiCg,wMMwQu,14",10
kiFVdWWzysQDSleZo,16
"dcRjRkJFSBvfIIaNxs,jiX",20
"ALirVkK,HSpyCrR,",2
"DZFJdo, OKQUoz,11",25
"OlLyqDojFlmxZvBrM,WtTgyLw",12
"ilDPFOxipIEqfXVXr,beWIYHqbi",16
"vvJohDOlo,ssGleALil,23",2
"ATdaOWyeZnNmSrf,EXheSAciDrRqWvj,4",17
"igsXueK,hfrWtdJ,25",25
"EbOvrWSKjbtTb,XuHokPLDcumMu,19",20
"IIBgpgcCMxLdRF,ZZSxgxtTDoCuIW,17",7
bEprSiQMIjJrWEltN,9
zTMuvsGljIe,8
"NQzxzcfo,ZCljlora,12",14
OzcUVHxMZES,24
"iPrWkBWeLfpQxv,u",20
"KzzWcIeVuSprIv, WllIoUqHgEbdUh,12",20
ObTvWDappEQiPuu,7
"BxuvDVBZsEfJEJUyW,LhefNFLJcOp",25
"oCYAMHQN,hVRTF",14
ohgjjKaPmqQFlwzPDl,2
"pZdpc XtGYJfosP xbkX,lVzly TpCUFbkoL txgT,2",3
"jxoBiQFyYgoqNfpvO,pduHoWLe",14
"jdCTnPyNOdzMw,auTKeGpEFuqDn,17",18
"DgrCYErhBYZjje,AdoZVBoeYVWggb,23",14
"vXGBiM wzKxSX inL,fHQLsW",3
DcdCdmZGIl,25
"TZPFAqsLBVlrhrXuBzO,BH",13
"URrBYkfsgRKREgAvWBb,IFfP",10
"iZssrJXXXU,oFyyxPDDDA,6",6
"NBlUGQljKtXoRhScTu,XLvEQAvtUdHyBrCmDe,10",14
"GceNOsGTyfFsfFxYSGvK,MikTUyMZel",2
VuMyOJvDANMKeSq,19
"cwKrmPwNCAkixjwxI,wqElgJqHWUecrdqrC,20",16
"wYwLNTOHcMfdGYaq,zBzOQWRKfPigJBdt,3",5
"akFtcZLW,hrMajGSD,7",14
"zIkGObXNdLcQieXVte,sBdZHuQGwEvJbxQOmx,19",16
"LUkcmEVvXndR,NWmeoGXxZpfT,2",23
"zCPgitDh,lOBsuf",3
"rFgoXLeYAwDK,aOpxGUnHJfMT,9",19
"oKajkZZOHKCFqr,pLbklAAPILD",3
"TLY FVpgHrsi,KCP WMgxYijz,17",6
"rHUhfFAvzycDnDT,mCPcaAVqut",11
"ntCpmPcwxzoPn,ouDqnQd",11
"vOygnhcxoIBKz e, fYiqxrmhySLUj o,",20
"yiCxdhpv,fpJek",21
"uRztAYosKpzbxh,tQysZXnrJoyawg,25",20
NqcOUSWvBdf,5
"aAPWPk,cCRYRm,2",11
"ETrNB,FUsOC,1",4
"WmbCgGLhjfxhcIBrAiMM,BrgHlLQmokcmhNGwFnRR,5",22
"hvjkuxYIqDVPNHBMOL,uiwxhkLVdQICAUOZBY,",19
"rwdOaAeyz,afmXjJnhi,9",12
"npVTXMZPfFIbgpHY,qsYWA",2
XbhcmaeQyS,24
"gCOMpMWBZmqpS,qMYWzWGLJwazC,10",21
"VrlqoLY,DztywTG,8",1
cJHyTdrFogqFjQA,2
"yaBFOx,giJNWf,8",10
"MHrYMFgyRwXiLa,GB",19
"KktQiWHQkFHeENqLV,YyhEwKVEyTVsSBeZJ,14",14
"bfUuSEvr uyLMGtIz,cgVvTFws vzMNHu",16
"VMfsauv,DUnaicd,8",9
"IFovF yVEFuv BzuSb,OLubL eBKLab HfaYh,6",21
"jZ SoH NWI CbJVKPz,rH AwP",20
"glldWJbpLdAV,yddvOBthDvSN,18",8
"crKwlZOYYSKDzwYZ j,kz",17
uLjDLXeOwAaOxzmW,6
"XLxEt,HVhOd,10",25
"RMfigGGPUdAo,U",12
"GcoEMisRUMI Eyfgh,PlxNVrb",9
"VkoWNJWvPLBkjhFUTIC,B",10
"uGpUHDzxgNrXHHpX,dPyDQMigpWaGQQyG,9",7
"IaVaVXty ,HzUzUWsx ,25",18
"RuRhwEXQpQscTuV,WzWmbJCV",10
"cT myEpcg fRGBJtu,i",10
"BcLXLQTEvJHdZ ,NoXJXCFQhVTpL ,12",4
"eDblE,dCakD,25",23
"JywRYvxBDk,TigBIfhL",21
"Iexin IYMhNK,Cyrch CSGbHE,20",16
"bwSnYHqIfl,dyUpAJsKhn,2",12
"g qZNjjShA ,y iRFbbKzS ,18",4
"zkASpNBDwXIOmikm,bm",12
"lMolTIBIHaYu,kLnkSHAHGzXt,25",8
"LMAAqzgKQQPHq,PQEEudkOUUTLu,4",20
"SgNNtYXq, IwDDjONg,16",16
"KQlRXPwAXCMOdgEI,UAvBHZgKHMWYnqOS,1",9
"ohpoDDh,sltsHHl,4",16
"OKxiqwaUswXT,IErckquOmqRN,20",13
"aYtUlne bq ,lJeFwyp mb ,11",2
"VnoqJmpZrfdrMiz,TlmoHknXpdbpKgx,24",12
lUYBGLNjUVNxV,21
"TyXhAubhMroH,InMwPjqwBgdW",3
"ZQJgZ,OFYvO,15",22
"xFzuuiKZZVjBUN,eMgbbpRGG",9
"aPxZGrIFv,sHpRYjAXn,18",15
"GyLgcJFPOlmn,UmZuqXTDCzab,14",24
"mAyBdcsAPnT,sGeHjiyGVtZ,6",6
"fBuPPkoNvGZrMNYB, zVoJJeiHpA",23
"kyEjAfurXdJiFgcpaWVi,f",2
"GZpRnoEl jy,XQgIefVc ap,17",25
"BSqBWuhBLOf X,ULjUPnaUEHy Q,19",16
"JeenHtmvUHcVDiOkh,IddmGsluTGbUChNjg",11
"lLYjH DNFvRKIAO,cCPaY UEWmIBZRF,17",25
"VLYZUvBaWWD,JZMNIjPoKKR,14",6
"DXfvLtVKFBnTZc,TNvlBjLAVRdJPs,16",2
"gKFqTzVzieaxMyF,yCXiLrNrawspE",19
"ciEkGjnx,agCiEhlv,24",6
"HybPFEp,KbeS",11
"qSctfxhE,sUevhzjG,2",8
"ClOVqmwChm,WfIPkgqWbg,20",18
"SdMvFcHDWVISuGh,FqZiSpUQ",15
"YnAhUbWh,WlYfSzUf",2
"VX suYKwtSP,EG bdHTfcBY,9",12
"PnHGVdxoCynuUfqf,NlFETbvm",10
"RxYVEX,BhIFOH,10",11
"ukCdIUuvtwXvBgrYH,mcUvAMmnloPnTyjQZ,18",17
"epFADN  nJUfra TYR,teUPSC  cYJ",10
KSkDXnKzXAyQQT,18
"zmKkjYpo,qdBbaPgf,17",1
nIAjewgsHMgmdQ,14
"bEUhx,lOErh,10",5
"sPAlvTtUVyGCka,fCNyiGgHIlTPxn,13",14
"kzfMENRYFeJyiSBoU,etzGYHLSZyDscMViO",6
"ECyhEZoO,QOktQLaA,12",17
"oWtarJz,bJgneWm,13",16
"cfVka,ilBqg,6",17
"AdxfVZFG,KnhpFJPQ,10",3
"JLBIIfSumJGnrTJ,WYOVVsFhzWTae",19
"usqjiAORqKzt,cayrqIWZyShb,",23
"XaRZgCaIUNpaidoBGKm,LoFNuQoWIBd",6
JLNYLxiXwUNhyD,13
"bHQdbfnJLFUacUva,kQZmkowSUODjlDej,9",8
"UYzm ndsSSZmXsD,YCdq rhwWWDqBwH,4",19
"yeUqXZmD ,syOkRTgX ,20",4
"QEZhCTJeeb,FTOwRIYttq,15",10
"rIfTgfuJJnavk RqkpCi,gXuIvujYYcpkz",15
"QrbPCiv,FgqERxk,15",21
"rJEGkRU ,vNIKoVY ,4",16
"aWILjtjOJZX,c",15
"JIEHwMpZYYVHtwGGVc,YXTWlBeONNKWilVV",16
CDsCWUbWTIfS lVc,7
"kVFCJzPbdOzojhexOhM,xISP",11
"tMALZoIbSSPND, xQEPDsMfWWTRH,4",15
"nAptrRQGeJfrrgFuf,tGvzxXWM",4
NRFbNVJumu,11
"dWGCF,fYIEH,2",13
"ayxBy,qonRo,",9
"aPhXtXTEXpYI,jYqGcGCNGyHR,9",9
NTwdKXWnkdgn,25
"Oyfh ,Wgnp ",13
emvewumbCepPjWG,24
"tgOqMz,reMoKx,24",7
"JBoCvYoewxOlcxCo,EWjXqTjzrsJgxsXj,21",4
"kGOCRQqjy,sOWKZYyrg,8",25
"WFvLVpXAtU,BKaQAuCFyZ,5",12
"bnKOaStan,jvSWiAbiv,8",17
"aLtESRECJFDtiX,fQyJXWJHOKIynC,5",9
"eOymGYbtFWXyGXU,nXhvPHkcOFGhPGD,9",23
"HAejV yfnx mRQ,IBfkW zgoy nSR,1",22
"TROuE,ZXUaK,6",16
"roiUIZKkSOUn,mjdPDUFfNJPi,21",21
"pjmiBnxGprOOq,qknjCoyHqsP",23
"LKYIwnsLDmvfYvVtb,FESCqhmFXgpzSpPnv,20",3
"GPzcun UXmWWjt,CLvyqj QTiSSfp,22",12
HUDOJFgZQKNTq,16
"B UQCjtLtmb,J CYKrbTbuj,8",21
"KexGzcuobjhrdOUXolE,Fz",10
"ordDjVVbZCybA wZzb W,ybnNtFFlJMilK gJ",6
"sonYvynBvVOQbdlVG,uqpAxap",18
"zNxESNqQWB,oCmTHCfFLQ,15",23
"RBmsMaIeWgyLCw xM,ISdjDrZvNxpCTn oD",10
wuOvooaNGPuOLHortI,15
"sGEiLwkNWYwjHqM,cQOsVguXGIgtRaW,10",18
"jbWXcR,iaVWbQ,25",18
tcFkykMJqD Uj,12
"vYXjqBclKVxgDmdtEop,wZYkr",16
"mqFvjdIOc, vzOesmRXl,9",14
"TARt, YFWy,5",17
"nrVuZoWFdWPlRQAh ,y",12
ft rOdcuLPzypHmu ,16
"jkOTs,ghLQp,23",25
"GjoOGRyQvh,BejJBMtLqc,21",3
uHUJmIoMztyeWEqT,9
"FCrPxszq,NKzXfahy,8",16
"z LqbTuQXz MgmqNck,u GlwOpLSu HbhlIxf,21",24
"ywKKfhxassSVIawiHK,pnBBwyorjjJMZrnzYB,",24
"WvgIlk,Gfq",13
"ETXmh,NCGvq,9",9
"wyNaZ,oqFsR",6
"bBixGVxGMyRvDlHK AN,zZgvET",17
"JyVhS,TiFrC,10",19
"xisafq,epzhmx,7",7
qIfowAsRYRn,18
"tbTLNYtKKCtozTrgG,ucUMOZuLLDupaUshH,1",18
"mwrdNVIoVt xsnyZ,ak",8
"vzAMVVitKza,osTFOObmDst,19",5
"swUUpquedTisNpcQho,imKKfgkutJyiDfsGxe,16",7
"cIJyhRV,yEFudNR,22",3
"sSzwz,yYfcf,6",20
"LEMmIGVSWCgFSZfTsyfv,YRZzVTIFJPtSFMsGfl",2
"MCxCCySf vB, CSnSSoIv lR,",5
"ILkPavYyUorVjLBxjT,TWvAlgJjFzcGuWMi",10
"jxBQXzXfGi,maETAcAiJl,3",13
"ofWGpl,  mdUEnj,24",19
"GHHxOLLWNYsJAfshyNSI,IJJzQNNYPA",2
"wAIZo Ece,hLTKz Pnp,11",17
"HlnwZsnPtsxUGvs,SwyhK",8
"duxfxpJoTOpEYydbo,ofiqiaUzEZaPJjomz,11",25
"NAMyBWARmsL,PCOaDYCTouN,2",18
"krZImmLETcXBVL,wdLUyyXQFoJNHX,12",9
diIuDhKsCVn ,14
"DtJyPNzEkj,XnDsJHtYed,20",5
"tWMamfS,yBRfrkX,5",5
"vyZlt,knOai,15",13
"LNFiPw,NPHkRy,2",9
"wuVZloVkdtjmR,usTXjmTibrhkP,24",11
WLTrcFMDyb,13
"rjAtpJlKsZiNcf,umDwsMoNvCl",20
"sLZKYnHaRROMC, wPDOCrLeV",14
qTphEgoKNbVcWw bzOw,1
"LnlxwDV e,Vx",14
"PAWLrhsrbgrzfD Z,",3
"RlmFQL QIXNIGd,GabUFA FX",11
"XgPJQP,IrAUBA,11",5
"RbXTVqLKLqAAOH,UeAWYtONOtDDRK,3",5
"QWPIcpRzvxfY ,EKDWqdFnjltM ,14",20
"SmyDj,HbnSy,15",21
"L xQwOMSVKjegq,W iBhZXDGVuprb",21
"xp pckmRv,zr remoTx,2",21
"UmoDjoGgubMz,IacRxcUuipAn,14",23
ytQVupZNSkuuiris,22
"yz zQO,wx xOM,24",23
"sbxXIFOISSmBOv,rawWHEN",12
"wOagUVrr,aSekYZvv,4",11
"ahOQL,nuBDY,13",12
"YeBBBkKMrAonzIFZZBQ, PvSSSbBDiRfeqZWQ",5
"mpdUrWenMHWh,",24
"mctHXwLBOz,hxoCSrGWJu,21",9
xub QTnojC,20
"uGzjV,lXqaM,",15
"jIphkEGTNkLxD,bAhzcWYLFcDpV,18",9
"vbjnNel,ntbfFwd,18",24
DZDHmBAkZGMKH,9
"NJbVJClqTCyfqLPazRS,KGySGZinQZvcnIMxw",21
"kfYzp,dyRsi,19",13
"cWnVcCcLhDDRfP,eYpXeE",2
"w YBa,r TWv,21",16
"ZEhMshucWiDxWZm,HMpUapckEqLfEHu,8",4
"IBvsnACVZtbDLGf,GZtqlYATXrzBJE",18
"wsrdARPf,tpoaX",23
"ksMOlwxeqEh,saUW",25
"jjEbybSluhWt,",24
"HVAVYBUyzuUnV,ESXSVYRvwrRk",23
"mahcAyhYG,sgni",5
"qvNJDswVfCXJg,nsKGAptScZUGd,23",8
"QCEosxaGgvPayrl,DPRbfknTtiCnley,13",18
"CpJvEOTrFPpJiccEm,ZmGsBLQoCMmG",13
"iXqtcTcc,rGzclCll,9",6
"SczdOAIJwcUgzOtXL,FpmqBNVWjpHtmBgK",14
"SFMSXC SVakNS,YLSYDI YBg",3
"ypqSs,arsUu,2",4
"yYhtP DuaANl,aAjvR FwcCPn,2",23
"oDLBpNy,xMUKyWh,9",15
Zo TAqVUtXV,9
"AizyMgQtYpflZLl,Fn",10
"OBLrr,VISyy,7",16
"ofbmMxMEf,kbxiItIAb",5
"tLkrzoQj,kCbiqfHa,17",21
"aVEQGpUcmi,qLUGWfKscy,16",11
"qqws ,ssyu ,2",4
"AvOpUGd,XsLmRDa,23",12
"gHDhcaoGFGyfy,vWSwrpdVUVnun,15",15
"HJViVcunctJymWkZwwjz,",14
"ipyqhooPOiELnDWBLWNJ,ahqizggHG",25
"kvHYoyuyAdUKJJxDCEYD,qbNEueaeGjAQPPdJIKEJ,6",12
"AESshkomlwBpCLhreT,TXLladhfepUiVEakxM",12
"rpvCx,bzfMh,10",11
"nHEbnxKfaVoycKaU,hBYvhrEzuPiswEuO,20",25
"lShdLIrq,jQfbJGpo,24",22
GnLCjLQINgMbTOuDgn,20
"WbRRsOdrOWMocmUgXSH,XcSStPesPXNp",3
"FkUWgr,GlVXhs,1",3
"l qqwAXpmyFRj,r wwcGDvseLXp,6",5
"lQrKbp,dIjCth,18",8
"zbMtockF,qsDkftb",8
"eLtenPzNQil,kRzktVfTWor,6",1
"MnBasf,HiWvna,21",23
"JSwwbbmo,GPttyyjl,23",2
cWcNwleWoEyXt,22
"EMYdC,HPBgF,3",12
ZPZjhOOmrUl,13
"aGXnpFQObtdIHdI,nTKacSDBogqVUqV,13",20
"wmoleOSUcNIHGbFicBhk,tjlibLPRzKFEDyCfzYeh,23",9
"FRkAIMdzytQqyjdeueNg,",9
"nUZkTJX,iPUfOES,21",4
"fJSJI,iMVML,3",17
"jEaUssx,sNjDbbg,9",1
"AxgnZQgw,RoxeQHxn,17",6
mKVuhCOdlLLHvdFR,6
"FIUsfOCrpeoOHwU,U",1
"Ui CAd jtWDHppCi,Dr LJm scFMQyyLr,9",9
"QeerHCskeC,MaanDYogaY,22",18
"gGssQC,iIu",6
"CgFXtnCelyJ,TxWOkeTvcpA,17",17
"IjYFdyS fCFqEFOCJ,NoDKidX",25
"sAmUFXShSNfQ,nVhPASNcNIaL,21",23
"cSrnpMPJi,eU",21
hw wiQtparMHzJFFFC,19
"XofWUwPkf,BsjAYaToj,4",11
"tvLzhWTcDFD,kmCqyNKtUWU,17",7
"DkRabOPZ,CjQzaNOY,25",20
"TyCgsoIN,HmQug",8
"CJjXEl,XEeSZg,21",14
"xJOurUkeJlhUX,zLQwtWmgLnjWZ,2",20
"pORxPjgs,bADjBvse,12",21
"vtIJlwxTGHbM ,pnCDfqrNABvG ,20",17
"zlWoFCDBIrpE,kwHzQNOMTcaP,11",17
"iHLdxzGyqYdRXczerZKF,qPTlfhOgyGlZFkhmzHSN",23
"YGdNulLhPQh ,MUrBiz",22
"yDLeLtJBI,fKSlSaQIP,7",9
"pYdFIYjXn,rAfHKA",17
"jThiNbFDJWWbHjy V,wGuvAoSQWJJ",6
"YIDfqPQgLdUBY,HRMozYZpUmDKH,9",23
"aymAHuNkHwYybt,sqeSZmFcZoQqtl,18",24
"MItJavwim,IEpFwrsei,22",24
"vRhqrGGVORJMxy,wSirsHHWPSKNyz,1",10
"rESKrFQ,gTHZgUF,15",6
"lNLOoLqIcgoOqM,nPN",9
"AsFgOmevQviz,BtGhPnfwRwja,1",19
"Y lrdbuH,A ntfdwJ,2",14
"YMStCqt,LZFgPdg,13",8
"SNIncgDs,IDYdswTi,16",5
FrkeixNknDcuEPIpyz,6
"PRKtNRW,RTMvPTY,2",24
"aUJ wccb,nHW jppo,13",6
"Us rs,Om lm,20",14
"NbRhkIm,IwMcfDh,21",4
"qzxcS,fomrH,15",1
"zUCwaQ oVFJJLVHK,aVDxbR pWGKKMWIL,1",11
jBARxwkzikEG,16
"ToPpWZhatNZX,HcDdKNvohBNL,14",10
"SmaAHAYU,BvjJQJHD,9",19
AfGIhZWNxWCfW,8
"QGdsRw,HXujIn,17",25
"WXtCUQpMwuk,NOk",1
"qylVLPZjT,rzmWMQAkU,1",17
"lrIwVJITaDXGraBuc,flCqPDC",24
"lUaDGtq hDAfKLEMWao,rAgJMzw",11
"GXPCXs NSQ,WNFSNi DIG,16",1
"FFN e,CCK b,23",24
"nNXVN,fFPNF,18",8
"tLSuHZVZIXqLrjPvZeu,xPWyLDZD",6
"Ot SdHsREJiBIeCzANro,Ze DoSdCPUtMTpNkL",18
"rpgDz,wulIe,5",20
"cLriN aemFohd,yHneJ waiBkdz,22",24
"JvVILuPwfGTtOPtZw qK,KwWJMvQxgHUuPQuAx rL,1",24
"DFBtBomIMxQtPpd,CEAsAnlHLwPsOoc,25",2
"MmXCswtWiMpdHLuc,Q",9
"ygA RVsFR,bjD UYvIU,3",3
"nHmOiE,cWbDxT,15",5
"PMdHoil,TQhLsmp,4",19
"HwuIio,WljXxd,15",24
"xNcivx,vLagtv,24",25
"SpRGOWKsiPak,TqSHPXLtj",8
"WdNAki,SzJWge,22",2
"UGBurOJqSbEUysQhPb,DPKdaXSzBkNDhbZq",4
"MoUUwqGSVkEVMtrY,QsYYauKWZoIZQxvC,4",10
"XwHhJBaG,HgRrTLkQ,10",13
"fZALJefkGvfGKGyPq,hBCNLghmIxhIMIaRs,2",3
"et Vt,qf Hf,",6
"RezjvroUjwjhoIFcZ,VidnzvsY",14
"gspjVgtN,colf",19
flIPIv BuzCekyd,2
"rvEXOef,waJCTj",11
"BZGvZve,XVCrVra,22",15
"dMagupZywUN,jSgmavFecAT",10
"cLQ WJl SQEkv,nWB HUw ",22
"WlREpvhztAsXJ,QfLYjpbtnUmRD,",23
"KQzuaembZFCCfD,PVezfjrgEK",12
"bieLFvPZ,ryuBVlFP,16",18
"Ozaet,Grswl,18",17
"JowJxQjTIRNQMkgJx L,OtbOcVoY",16
"CeZecOLHpAf,Wy",25
"PhfFtHDISp,GywWkYUZJg,17",17
"dHPXhP iMqAgZ,tXFNxF yCgQwP,16",15
"gYNKRoesBsv,nFURYvlzIzc,7",14
"xpEGwSB,ewLNdZI,7",17
"LhVRJtXFRnJildoRRW,XtHDVfJRDzVuxpaDDI,",3
"xPDGzG,kCQTmT,13",13
"ieg sABmzNCOJZX,njl xFGreSHTOEC,5",18
"C IQP,H NVU,5",9
"XuusWemuWNpNpagofx,MjjhLtbjLCeCepvdum,15",1
"Rg wSX,Jy oKP,18",10
"ygYwYpJQHFpDYEbn,bjBzBsMTKIsGBHeq,3",18
"YrhgJIRW JpO ,Rkaz",6
"PJMYE,MGJVB,23",11
"guKBxPDruTdOAX,maQHdVJxaZjUGD,6",24
"snGZlDw,ojCVhZs,22",6
XvksWCJlTTtIkt,13
"lPMdpXFRkKMn,mQ",18
"uPCjZfqV,oJWdTzkP,20",23
"GGQAoRb,CCMWkNx,22",4
"zQyLNJuO,nEmZBXiC,14",8
"GTSdXbPS,ERQbVzNQ,24",18
"TBCoLPOftYsxwbqg,ZHIuRVUlzEy",5
"QNNhllG,DAAuyyT,13",18
klIGHPVJfGXz,16
"zRPusCNQNv,oGEjhRCFCk,15",7
"TIgfFwerlHxjEMnvsRS,RGedDucpjFvhCKltqPQ,24",5
"bSRszntFz,nEDelzfRl,12",24
"MumzsUpJZ,HphunPkEU,21",23
"vgpDGASjJEF,graORLDuUPQ,11",13
"KKSKPQL,UUCUZAV,10",23
"VTyKJWzgiodDt,USxJIVyfhncCs,25",20
"CSyWJ cmfztwwCb,WMsQD wgztn",13
"kwtIHABSQQxaYYr,iurGFYZQOOvyWWp,24",21
"RrkEMGroRCaEIqjlysLT,AatNVPaxAL",2
"ODIqykRw,UJOweqXc,6",9
"cFjGmCHH ptENIGSTh,nQuRxNSS aePYTRDEs,11",1
"qOutXtyX,k",17
"goVG hdRcGYkBI,hpWH ieSdHZlCJ,1",16
"dCHKITEGGCZi,eDILJUFHHDA",14
"PLKpvKT,AWVagVE,11",13
iPHCRNQzisqqlibjrjms,13
"vauPrlvrlidhkGEkRA,otn",25
"QoRNAysqg,Ki",6
"NneIXAWQXvnyqAjeDE,EevZORNHOmephRavU",12
"NhBnbem,DxRdruc,16",2
"vXvUTVlxY,oQoNMOe",23
"dUOcoAeg,nEYm",18
"hnGkkaFFmUyZMdcM,lrKooeJJqYcDQhgQ,4",1
